lsoa21cd,dependent_children,tenure,value_21,value_11,change,perc_change
E01001123,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,121,107,14,13.08
E01001123,Household with dependent children,Private rented or lives rent free,27,15,12,80
E01001123,No dependent children in household,Private rented or lives rent free,22,13,9,69.23
E01001123,Household with dependent children,Rented: Social rented,3,3,0,0
E01001123,No dependent children in household,Rented: Social rented,3,4,-1,-25
E01001124,Household with dependent children,Owned: Owns outright,18,27,-9,-33.33
E01001124,No dependent children in household,Owned: Owns outright,331,318,13,4.09
E01001124,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,121,116,5,4.31
E01001124,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,91,122,-31,-25.41
E01001124,Household with dependent children,Private rented or lives rent free,20,15,5,33.33
E01001124,No dependent children in household,Private rented or lives rent free,13,7,6,85.71
E01001124,Household with dependent children,Rented: Social rented,2,3,-1,-33.33
E01001124,No dependent children in household,Rented: Social rented,8,1,7,700
E01001125,Household with dependent children,Owned: Owns outright,17,14,3,21.43
E01001125,No dependent children in household,Owned: Owns outright,237,225,12,5.33
E01001125,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,134,137,-3,-2.19
E01001125,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,95,123,-28,-22.76
E01001125,Household with dependent children,Private rented or lives rent free,44,46,-2,-4.35
E01001125,No dependent children in household,Private rented or lives rent free,48,46,2,4.35
E01001125,Household with dependent children,Rented: Social rented,11,4,7,175
E01001125,No dependent children in household,Rented: Social rented,19,7,12,171.43
E01001126,Household with dependent children,Owned: Owns outright,10,16,-6,-37.5
E01001126,No dependent children in household,Owned: Owns outright,264,241,23,9.54
E01001126,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,112,123,-11,-8.94
E01001126,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,130,152,-22,-14.47
E01001126,Household with dependent children,Private rented or lives rent free,31,25,6,24
E01001126,No dependent children in household,Private rented or lives rent free,21,23,-2,-8.7
E01001126,Household with dependent children,Rented: Social rented,11,6,5,83.33
E01001126,No dependent children in household,Rented: Social rented,16,12,4,33.33
E01001127,Household with dependent children,Owned: Owns outright,20,21,-1,-4.76
E01001127,No dependent children in household,Owned: Owns outright,286,224,62,27.68
E01001127,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,123,123,0,0
E01001127,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,99,143,-44,-30.77
E01001127,Household with dependent children,Private rented or lives rent free,23,14,9,64.29
E01001127,No dependent children in household,Private rented or lives rent free,14,8,6,75
E01001127,Household with dependent children,Rented: Social rented,11,17,-6,-35.29
E01001127,No dependent children in household,Rented: Social rented,14,24,-10,-41.67
E01001128,Household with dependent children,Owned: Owns outright,5,6,-1,-16.67
E01001128,No dependent children in household,Owned: Owns outright,79,84,-5,-5.95
E01001128,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,58,70,-12,-17.14
E01001128,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,55,62,-7,-11.29
E01001128,Household with dependent children,Private rented or lives rent free,22,18,4,22.22
E01001128,No dependent children in household,Private rented or lives rent free,22,16,6,37.5
E01001128,Household with dependent children,Rented: Social rented,185,205,-20,-9.76
E01001128,No dependent children in household,Rented: Social rented,146,105,41,39.05
E01001129,Household with dependent children,Owned: Owns outright,17,20,-3,-15
E01001129,No dependent children in household,Owned: Owns outright,237,202,35,17.33
E01001129,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,116,140,-24,-17.14
E01001129,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,112,120,-8,-6.67
E01001129,Household with dependent children,Private rented or lives rent free,9,11,-2,-18.18
E01001129,No dependent children in household,Private rented or lives rent free,7,5,2,40
E01001129,Household with dependent children,Rented: Social rented,1,2,-1,-50
E01001129,No dependent children in household,Rented: Social rented,6,2,4,200
E01001130,Household with dependent children,Owned: Owns outright,8,6,2,33.33
E01001130,No dependent children in household,Owned: Owns outright,24,23,1,4.35
E01001130,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,42,32,10,31.25
E01001130,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,37,35,2,5.71
E01001130,Household with dependent children,Private rented or lives rent free,41,28,13,46.43
E01001130,No dependent children in household,Private rented or lives rent free,13,16,-3,-18.75
E01001130,Household with dependent children,Rented: Social rented,239,332,-93,-28.01
E01001130,No dependent children in household,Rented: Social rented,151,126,25,19.84
E01001131,Household with dependent children,Owned: Owns outright,11,12,-1,-8.33
E01001131,No dependent children in household,Owned: Owns outright,177,173,4,2.31
E01001131,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,158,153,5,3.27
E01001131,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,132,176,-44,-25
E01001131,Household with dependent children,Private rented or lives rent free,48,41,7,17.07
E01001131,No dependent children in household,Private rented or lives rent free,36,28,8,28.57
E01001131,Household with dependent children,Rented: Social rented,23,22,1,4.55
E01001131,No dependent children in household,Rented: Social rented,72,80,-8,-10
E01001132,Household with dependent children,Owned: Owns outright,20,18,2,11.11
E01001132,No dependent children in household,Owned: Owns outright,300,301,-1,-0.33
E01001132,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,116,96,20,20.83
E01001132,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,128,130,-2,-1.54
E01001132,Household with dependent children,Private rented or lives rent free,23,17,6,35.29
E01001132,No dependent children in household,Private rented or lives rent free,20,21,-1,-4.76
E01001132,Household with dependent children,Rented: Social rented,16,10,6,60
E01001132,No dependent children in household,Rented: Social rented,17,14,3,21.43
E01001133,Household with dependent children,Owned: Owns outright,14,20,-6,-30
E01001133,No dependent children in household,Owned: Owns outright,367,386,-19,-4.92
E01001133,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,93,103,-10,-9.71
E01001133,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,123,125,-2,-1.6
E01001133,Household with dependent children,Private rented or lives rent free,27,16,11,68.75
E01001133,No dependent children in household,Private rented or lives rent free,57,37,20,54.05
E01001133,Household with dependent children,Rented: Social rented,12,11,1,9.09
E01001133,No dependent children in household,Rented: Social rented,37,28,9,32.14
E01001134,Household with dependent children,Owned: Owns outright,12,18,-6,-33.33
E01001134,No dependent children in household,Owned: Owns outright,264,229,35,15.28
E01001134,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,110,124,-14,-11.29
E01001134,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,161,203,-42,-20.69
E01001134,Household with dependent children,Private rented or lives rent free,46,29,17,58.62
E01001134,No dependent children in household,Private rented or lives rent free,49,57,-8,-14.04
E01001134,Household with dependent children,Rented: Social rented,14,21,-7,-33.33
E01001134,No dependent children in household,Rented: Social rented,22,16,6,37.5
E01001135,Household with dependent children,Owned: Owns outright,20,23,-3,-13.04
E01001135,No dependent children in household,Owned: Owns outright,279,262,17,6.49
E01001135,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,111,117,-6,-5.13
E01001135,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,135,152,-17,-11.18
E01001135,Household with dependent children,Private rented or lives rent free,41,35,6,17.14
E01001135,No dependent children in household,Private rented or lives rent free,35,25,10,40
E01001135,Household with dependent children,Rented: Social rented,12,9,3,33.33
E01001135,No dependent children in household,Rented: Social rented,8,8,0,0
E01001136,Household with dependent children,Owned: Owns outright,6,9,-3,-33.33
E01001136,No dependent children in household,Owned: Owns outright,90,84,6,7.14
E01001136,Household with dependent children,Owned: Owns with a mortgage or loan or shared ownership,47,67,-20,-29.85
E01001136,No dependent children in household,Owned: Owns with a mortgage or loan or shared ownership,223,174,49,28.16
E01001136,Household with dependent children,Private rented or lives rent free,150,133,17,12.78
