date,geography_code,c_age_name,hhtype_name,c_age_code,hhtype_code,obs_value
2001,E09000033,no dependent children in household,Not in a couple household,2,2,10222
2001,E09000033,"dependent children in household, youngest aged 0 to 4",All adults,3,0,1236
2001,E09000033,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,775
2001,E09000033,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,461
2001,E09000033,"dependent children in household, youngest aged 5 to 9",All adults,4,0,543
2001,E09000033,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,281
2001,E09000033,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,262
2001,E09000033,"dependent children in household, youngest aged 10 to 15",All adults,5,0,1136
2001,E09000033,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,697
2001,E09000033,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,439
2001,E09000033,"dependent children in household, youngest aged 16 to 18",All adults,6,0,647
2001,E09000033,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,363
2001,E09000033,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,284
2001,E09000033,Aged 25 to 34,All adults,7,0,43533
2001,E09000033,Aged 25 to 34,In a couple household,7,1,22144
2001,E09000033,Aged 25 to 34,Not in a couple household,7,2,21389
2001,E09000033,no dependent children in household,All adults,8,0,35345
2001,E09000033,no dependent children in household,In a couple household,8,1,15899
2001,E09000033,no dependent children in household,Not in a couple household,8,2,19446
2001,E09000033,"dependent children in household, youngest aged 0 to 4",All adults,9,0,6026
2001,E09000033,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,5069
2001,E09000033,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,957
2001,E09000033,"dependent children in household, youngest aged 5 to 9",All adults,10,0,1325
2001,E09000033,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,777
2001,E09000033,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,548
2001,E09000033,"dependent children in household, youngest aged 10 to 15",All adults,11,0,659
2001,E09000033,"dependent children in household, youngest aged 10 to 15",In a couple household,11,1,294
2001,E09000033,"dependent children in household, youngest aged 10 to 15",Not in a couple household,11,2,365
2001,E09000033,"dependent children in household, youngest aged 16 to 18",All adults,12,0,178
2001,E09000033,"dependent children in household, youngest aged 16 to 18",In a couple household,12,1,105
2001,E09000033,"dependent children in household, youngest aged 16 to 18",Not in a couple household,12,2,73
2001,E09000033,Aged 35 to 44,All adults,13,0,27761
2001,E09000033,Aged 35 to 44,In a couple household,13,1,13654
2001,E09000033,Aged 35 to 44,Not in a couple household,13,2,14107
2001,E09000033,no dependent children in household,All adults,14,0,17206
2001,E09000033,no dependent children in household,In a couple household,14,1,5414
2001,E09000033,no dependent children in household,Not in a couple household,14,2,11792
2001,E09000033,"dependent children in household, youngest aged 0 to 4",All adults,15,0,5405
2001,E09000033,"dependent children in household, youngest aged 0 to 4",In a couple household,15,1,4711
2001,E09000033,"dependent children in household, youngest aged 0 to 4",Not in a couple household,15,2,694
2001,E09000033,"dependent children in household, youngest aged 5 to 9",All adults,16,0,2836
2001,E09000033,"dependent children in household, youngest aged 5 to 9",In a couple household,16,1,2115
2001,E09000033,"dependent children in household, youngest aged 5 to 9",Not in a couple household,16,2,721
2001,E09000033,"dependent children in household, youngest aged 10 to 15",All adults,17,0,1869
2001,E09000033,"dependent children in household, youngest aged 10 to 15",In a couple household,17,1,1163
2001,E09000033,"dependent children in household, youngest aged 10 to 15",Not in a couple household,17,2,706
2001,E09000033,"dependent children in household, youngest aged 16 to 18",All adults,18,0,445
2001,E09000033,"dependent children in household, youngest aged 16 to 18",In a couple household,18,1,251
2001,E09000033,"dependent children in household, youngest aged 16 to 18",Not in a couple household,18,2,194
2001,E09000033,Aged 45 to 54,All adults,19,0,20255
2001,E09000033,Aged 45 to 54,In a couple household,19,1,9959
2001,E09000033,Aged 45 to 54,Not in a couple household,19,2,10296
2001,E09000033,no dependent children in household,All adults,20,0,14824
2001,E09000033,no dependent children in household,In a couple household,20,1,5802
2001,E09000033,no dependent children in household,Not in a couple household,20,2,9022
2001,E09000033,"dependent children in household, youngest aged 0 to 4",All adults,21,0,918
2001,E09000033,"dependent children in household, youngest aged 0 to 4",In a couple household,21,1,773
2001,E09000033,"dependent children in household, youngest aged 0 to 4",Not in a couple household,21,2,145
2001,E09000033,"dependent children in household, youngest aged 5 to 9",All adults,22,0,1310
2001,E09000033,"dependent children in household, youngest aged 5 to 9",In a couple household,22,1,1044
2001,E09000033,"dependent children in household, youngest aged 5 to 9",Not in a couple household,22,2,266
2001,E09000033,"dependent children in household, youngest aged 10 to 15",All adults,23,0,2103
2001,E09000033,"dependent children in household, youngest aged 10 to 15",In a couple household,23,1,1525
2001,E09000033,"dependent children in household, youngest aged 10 to 15",Not in a couple household,23,2,578
2001,E09000033,"dependent children in household, youngest aged 16 to 18",All adults,24,0,1100
2001,E09000033,"dependent children in household, youngest aged 16 to 18",In a couple household,24,1,815
2001,E09000033,"dependent children in household, youngest aged 16 to 18",Not in a couple household,24,2,285
2001,E09000033,55 to pensionable age,All adults,25,0,12378
2001,E09000033,55 to pensionable age,In a couple household,25,1,6210
2001,E09000033,55 to pensionable age,Not in a couple household,25,2,6168
2001,E09000033,no dependent children in household,All adults,26,0,10970
2001,E09000033,no dependent children in household,In a couple household,26,1,5080
2001,E09000033,no dependent children in household,Not in a couple household,26,2,5890
2001,E09000033,"dependent children in household, youngest aged 0 to 4",All adults,27,0,270
2001,E09000033,"dependent children in household, youngest aged 0 to 4",In a couple household,27,1,217
2001,E09000033,"dependent children in household, youngest aged 0 to 4",Not in a couple household,27,2,53
2001,E09000033,"dependent children in household, youngest aged 5 to 9",All adults,28,0,288
2001,E09000033,"dependent children in household, youngest aged 5 to 9",In a couple household,28,1,233
2001,E09000033,"dependent children in household, youngest aged 5 to 9",Not in a couple household,28,2,55
2001,E09000033,"dependent children in household, youngest aged 10 to 15",All adults,29,0,466
2001,E09000033,"dependent children in household, youngest aged 10 to 15",In a couple household,29,1,369
2001,E09000033,"dependent children in household, youngest aged 10 to 15",Not in a couple household,29,2,97
2001,E09000033,"dependent children in household, youngest aged 16 to 18",All adults,30,0,384
2001,E09000033,"dependent children in household, youngest aged 16 to 18",In a couple household,30,1,311
2001,E09000033,"dependent children in household, youngest aged 16 to 18",Not in a couple household,30,2,73
2001,E09000033,Pensionable age to 74,All adults,31,0,15577
2001,E09000033,Pensionable age to 74,In a couple household,31,1,6714
2001,E09000033,Pensionable age to 74,Not in a couple household,31,2,8863
2001,E09000033,75 and over dependent children or not,All adults,32,0,10030
2001,E09000033,75 and over dependent children or not,In a couple household,32,1,2937
2001,E09000033,75 and over dependent children or not,Not in a couple household,32,2,7093
2001,E09000002,All Adults,All adults,0,0,120625
2001,E09000002,All Adults,In a couple household,0,1,78399
2001,E09000002,All Adults,Not in a couple household,0,2,42226
2001,E09000002,Aged 16 to 24,All adults,1,0,15027
2001,E09000002,Aged 16 to 24,In a couple household,1,1,9572
2001,E09000002,Aged 16 to 24,Not in a couple household,1,2,5455
2001,E09000002,no dependent children in household,All adults,2,0,8817
2001,E09000002,no dependent children in household,In a couple household,2,1,5633
2001,E09000002,no dependent children in household,Not in a couple household,2,2,3184
2001,E09000002,"dependent children in household, youngest aged 0 to 4",All adults,3,0,2607
2001,E09000002,"dependent children in household, youngest aged 0 to 4",In a couple household,3,1,1461
2001,E09000002,"dependent children in household, youngest aged 0 to 4",Not in a couple household,3,2,1146
2001,E09000002,"dependent children in household, youngest aged 5 to 9",All adults,4,0,774
2001,E09000002,"dependent children in household, youngest aged 5 to 9",In a couple household,4,1,503
2001,E09000002,"dependent children in household, youngest aged 5 to 9",Not in a couple household,4,2,271
2001,E09000002,"dependent children in household, youngest aged 10 to 15",All adults,5,0,1960
2001,E09000002,"dependent children in household, youngest aged 10 to 15",In a couple household,5,1,1340
2001,E09000002,"dependent children in household, youngest aged 10 to 15",Not in a couple household,5,2,620
2001,E09000002,"dependent children in household, youngest aged 16 to 18",All adults,6,0,869
2001,E09000002,"dependent children in household, youngest aged 16 to 18",In a couple household,6,1,635
2001,E09000002,"dependent children in household, youngest aged 16 to 18",Not in a couple household,6,2,234
2001,E09000002,Aged 25 to 34,All adults,7,0,26008
2001,E09000002,Aged 25 to 34,In a couple household,7,1,17404
2001,E09000002,Aged 25 to 34,Not in a couple household,7,2,8604
2001,E09000002,no dependent children in household,All adults,8,0,12196
2001,E09000002,no dependent children in household,In a couple household,8,1,6971
2001,E09000002,no dependent children in household,Not in a couple household,8,2,5225
2001,E09000002,"dependent children in household, youngest aged 0 to 4",All adults,9,0,9473
2001,E09000002,"dependent children in household, youngest aged 0 to 4",In a couple household,9,1,7650
2001,E09000002,"dependent children in household, youngest aged 0 to 4",Not in a couple household,9,2,1823
2001,E09000002,"dependent children in household, youngest aged 5 to 9",All adults,10,0,3243
2001,E09000002,"dependent children in household, youngest aged 5 to 9",In a couple household,10,1,2114
2001,E09000002,"dependent children in household, youngest aged 5 to 9",Not in a couple household,10,2,1129
