lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,ethnic_group_20,observation
E09000007,Camden,Single family household: Cohabiting couple family: With dependent children,White: Other White,490
E09000007,Camden,Single family household: Cohabiting couple family: With dependent children,Other ethnic group: Arab,19
E09000007,Camden,Single family household: Cohabiting couple family: With dependent children,Other ethnic group: Any other ethnic group,66
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Chinese",5
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Indian",3
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Pakistani",2
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"Asian, Asian British or Asian Welsh: Other Asian",9
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: African",26
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",13
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,Mixed or Multiple ethnic groups: White and Asian,6
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black African,3
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black Caribbean,3
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,"White: English, Welsh, Scottish, Northern Irish or British",168
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,White: Irish,15
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,White: Gypsy or Irish Traveller,0
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,White: Roma,2
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,White: Other White,49
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,Other ethnic group: Arab,0
E09000007,Camden,Single family household: Cohabiting couple family: All children non-dependent,Other ethnic group: Any other ethnic group,13
E09000007,Camden,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Bangladeshi",368
E09000007,Camden,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Chinese",78
E09000007,Camden,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Indian",65
E09000007,Camden,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Pakistani",36
E09000007,Camden,Single family household: Lone parent family: With dependent children,"Asian, Asian British or Asian Welsh: Other Asian",173
E09000007,Camden,Single family household: Lone parent family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: African",1057
E09000007,Camden,Single family household: Lone parent family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",205
E09000007,Camden,Single family household: Lone parent family: With dependent children,"Black, Black British, Black Welsh, Caribbean or African: Other Black",90
E09000007,Camden,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: White and Asian,48
E09000007,Camden,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: White and Black African,94
E09000007,Camden,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: White and Black Caribbean,144
E09000007,Camden,Single family household: Lone parent family: With dependent children,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,132
E09000007,Camden,Single family household: Lone parent family: With dependent children,"White: English, Welsh, Scottish, Northern Irish or British",1928
E09000007,Camden,Single family household: Lone parent family: With dependent children,White: Irish,121
E09000007,Camden,Single family household: Lone parent family: With dependent children,White: Gypsy or Irish Traveller,13
E09000007,Camden,Single family household: Lone parent family: With dependent children,White: Roma,18
E09000007,Camden,Single family household: Lone parent family: With dependent children,White: Other White,868
E09000007,Camden,Single family household: Lone parent family: With dependent children,Other ethnic group: Arab,184
E09000007,Camden,Single family household: Lone parent family: With dependent children,Other ethnic group: Any other ethnic group,321
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Bangladeshi",279
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Chinese",77
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Indian",61
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Pakistani",32
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"Asian, Asian British or Asian Welsh: Other Asian",163
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: African",604
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",216
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"Black, Black British, Black Welsh, Caribbean or African: Other Black",66
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Asian,28
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black African,44
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: White and Black Caribbean,47
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,78
E09000007,Camden,Single family household: Lone parent family: All children non-dependent,"White: English, Welsh, Scottish, Northern Irish or British",1688
