lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,national_statistics_socio-economic_classification_ns-sec_10,observation
E09000008,Croydon,Single family household: Married or civil partnership couple: Dependent children,L15: Full-time students,157
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1610
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1984
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,L7: Intermediate occupations,1108
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,L8 and L9: Small employers and own account workers,1597
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,604
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,L12: Semi-routine occupations,933
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,L13: Routine occupations,968
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,425
E09000008,Croydon,Single family household: Married or civil partnership couple: All children non-dependent,L15: Full-time students,14
E09000008,Croydon,Single family household: Cohabiting couple family: No children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2215
E09000008,Croydon,Single family household: Cohabiting couple family: No children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2549
E09000008,Croydon,Single family household: Cohabiting couple family: No children,L7: Intermediate occupations,804
E09000008,Croydon,Single family household: Cohabiting couple family: No children,L8 and L9: Small employers and own account workers,912
E09000008,Croydon,Single family household: Cohabiting couple family: No children,L10 and L11: Lower supervisory and technical occupations,418
E09000008,Croydon,Single family household: Cohabiting couple family: No children,L12: Semi-routine occupations,496
E09000008,Croydon,Single family household: Cohabiting couple family: No children,L13: Routine occupations,441
E09000008,Croydon,Single family household: Cohabiting couple family: No children,L14.1 and L14.2: Never worked and long-term unemployed,124
E09000008,Croydon,Single family household: Cohabiting couple family: No children,L15: Full-time students,68
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",971
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1357
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,L7: Intermediate occupations,523
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,L8 and L9: Small employers and own account workers,1089
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,L10 and L11: Lower supervisory and technical occupations,456
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,L12: Semi-routine occupations,483
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,L13: Routine occupations,606
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,L14.1 and L14.2: Never worked and long-term unemployed,159
E09000008,Croydon,Single family household: Cohabiting couple family: With dependent children,L15: Full-time students,46
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,"L1, L2 and L3: Higher managerial, administrative and professional occupations",126
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,"L4, L5 and L6: Lower managerial, administrative and professional occupations",221
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,L7: Intermediate occupations,157
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,L8 and L9: Small employers and own account workers,213
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,L10 and L11: Lower supervisory and technical occupations,84
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,L12: Semi-routine occupations,118
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,L13: Routine occupations,134
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,L14.1 and L14.2: Never worked and long-term unemployed,43
E09000008,Croydon,Single family household: Cohabiting couple family: All children non-dependent,L15: Full-time students,6
E09000008,Croydon,Single family household: Lone parent family: With dependent children,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1071
E09000008,Croydon,Single family household: Lone parent family: With dependent children,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2741
