date,geography_code,c2021_eastat_10_name,c2021_fam_swg_6_name,obs_value
2021,E09000008,Economically inactive: Student,In a lone parent family: Parent,597
2021,E09000008,Economically inactive: Student,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000008,Economically inactive: Student,In a lone parent family: Parent: No people in generation 1 working,597
2021,E09000008,Economically inactive: Student,In a lone parent family: Child of parent,4487
2021,E09000008,Economically inactive: Looking after home or family,In a couple family,7241
2021,E09000008,Economically inactive: Looking after home or family,In a couple family: Member of a couple,7143
2021,E09000008,Economically inactive: Looking after home or family,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000008,Economically inactive: Looking after home or family,In a couple family: Member of a couple: One person in generation 1 working,5704
2021,E09000008,Economically inactive: Looking after home or family,In a couple family: Member of a couple: No people in generation 1 working,1439
2021,E09000008,Economically inactive: Looking after home or family,In a couple family: Child of one or both members of couple,98
2021,E09000008,Economically inactive: Looking after home or family,In a lone parent family,3259
2021,E09000008,Economically inactive: Looking after home or family,In a lone parent family: Parent,3143
2021,E09000008,Economically inactive: Looking after home or family,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000008,Economically inactive: Looking after home or family,In a lone parent family: Parent: No people in generation 1 working,3143
2021,E09000008,Economically inactive: Looking after home or family,In a lone parent family: Child of parent,116
2021,E09000008,Economically inactive: Long-term sick or disabled,In a couple family,942
2021,E09000008,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple,838
2021,E09000008,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000008,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: One person in generation 1 working,378
2021,E09000008,Economically inactive: Long-term sick or disabled,In a couple family: Member of a couple: No people in generation 1 working,460
2021,E09000008,Economically inactive: Long-term sick or disabled,In a couple family: Child of one or both members of couple,104
2021,E09000008,Economically inactive: Long-term sick or disabled,In a lone parent family,902
2021,E09000008,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent,782
2021,E09000008,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000008,Economically inactive: Long-term sick or disabled,In a lone parent family: Parent: No people in generation 1 working,782
2021,E09000008,Economically inactive: Long-term sick or disabled,In a lone parent family: Child of parent,120
2021,E09000008,Economically inactive: Other,In a couple family,2000
2021,E09000008,Economically inactive: Other,In a couple family: Member of a couple,1660
2021,E09000008,Economically inactive: Other,In a couple family: Member of a couple: Both people in generation 1 working,0
2021,E09000008,Economically inactive: Other,In a couple family: Member of a couple: One person in generation 1 working,1002
2021,E09000008,Economically inactive: Other,In a couple family: Member of a couple: No people in generation 1 working,658
2021,E09000008,Economically inactive: Other,In a couple family: Child of one or both members of couple,340
2021,E09000008,Economically inactive: Other,In a lone parent family,1210
2021,E09000008,Economically inactive: Other,In a lone parent family: Parent,905
2021,E09000008,Economically inactive: Other,In a lone parent family: Parent: One person in generation 1 working,0
2021,E09000008,Economically inactive: Other,In a lone parent family: Parent: No people in generation 1 working,905
2021,E09000008,Economically inactive: Other,In a lone parent family: Child of parent,305
2021,E09000009,Economically active (excluding full-time students),In a couple family,54278
2021,E09000009,Economically active (excluding full-time students),In a couple family: Member of a couple,50934
2021,E09000009,Economically active (excluding full-time students),In a couple family: Member of a couple: Both people in generation 1 working,36512
2021,E09000009,Economically active (excluding full-time students),In a couple family: Member of a couple: One person in generation 1 working,13668
