lower_tier_local_authorities_code,lower_tier_local_authorities,household_composition_15,religion_10,observation
E09000010,Enfield,Single family household: Married or civil partnership couple: No children,Jewish,156
E09000010,Enfield,Single family household: Married or civil partnership couple: No children,Muslim,974
E09000010,Enfield,Single family household: Married or civil partnership couple: No children,Sikh,28
E09000010,Enfield,Single family household: Married or civil partnership couple: No children,Other religion,254
E09000010,Enfield,Single family household: Married or civil partnership couple: No children,Not answered,483
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,No religion,3611
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,Christian,8074
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,Buddhist,134
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,Hindu,907
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,Jewish,259
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,Muslim,5213
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,Sikh,103
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,Other religion,952
E09000010,Enfield,Single family household: Married or civil partnership couple: Dependent children,Not answered,1014
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,No religion,1423
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,Christian,4570
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,Buddhist,63
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,Hindu,561
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,Jewish,116
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,Muslim,1313
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,Sikh,31
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,Other religion,367
E09000010,Enfield,Single family household: Married or civil partnership couple: All children non-dependent,Not answered,534
E09000010,Enfield,Single family household: Cohabiting couple family: No children,No religion,1659
E09000010,Enfield,Single family household: Cohabiting couple family: No children,Christian,1605
E09000010,Enfield,Single family household: Cohabiting couple family: No children,Buddhist,18
E09000010,Enfield,Single family household: Cohabiting couple family: No children,Hindu,44
E09000010,Enfield,Single family household: Cohabiting couple family: No children,Jewish,39
E09000010,Enfield,Single family household: Cohabiting couple family: No children,Muslim,244
E09000010,Enfield,Single family household: Cohabiting couple family: No children,Sikh,6
E09000010,Enfield,Single family household: Cohabiting couple family: No children,Other religion,52
E09000010,Enfield,Single family household: Cohabiting couple family: No children,Not answered,268
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,No religion,1265
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,Christian,1657
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,Buddhist,11
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,Hindu,29
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,Jewish,14
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,Muslim,604
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,Sikh,3
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,Other religion,106
E09000010,Enfield,Single family household: Cohabiting couple family: With dependent children,Not answered,247
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,No religion,240
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,Christian,402
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,Buddhist,4
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,Hindu,14
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,Jewish,5
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,Muslim,61
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,Sikh,1
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,Other religion,19
E09000010,Enfield,Single family household: Cohabiting couple family: All children non-dependent,Not answered,38
E09000010,Enfield,Single family household: Lone parent family: With dependent children,No religion,2744
E09000010,Enfield,Single family household: Lone parent family: With dependent children,Christian,7031
E09000010,Enfield,Single family household: Lone parent family: With dependent children,Buddhist,63
E09000010,Enfield,Single family household: Lone parent family: With dependent children,Hindu,137
E09000010,Enfield,Single family household: Lone parent family: With dependent children,Jewish,47
E09000010,Enfield,Single family household: Lone parent family: With dependent children,Muslim,2880
E09000010,Enfield,Single family household: Lone parent family: With dependent children,Sikh,33
E09000010,Enfield,Single family household: Lone parent family: With dependent children,Other religion,453
E09000010,Enfield,Single family household: Lone parent family: With dependent children,Not answered,886
E09000010,Enfield,Single family household: Lone parent family: All children non-dependent,No religion,1408
